row_index,question,llm_sql_first,llm_sql_runs_json,llm_answer_first,llm_assumptions_first,gt_status,gt_ms,gt_error,run1_status,run1_ms,run1_error,run2_status,run2_ms,run2_error,run3_status,run3_ms,run3_error,deterministic,pred_rows_last_run,results_equal_exact,rowcount_delta_pred_minus_gt,column_overlap_ratio,nct_precision,nct_recall,nct_f1,nct_jaccard,sql_token_jaccard_vs_gt
0,Show Melanoma trials that used ICI+Vaccine combinations.,/* LLM disabled: placeholder for: Show Melanoma trials that used ICI+Vaccine combinations. */ SELECT 1;,"[""/* LLM disabled: placeholder for: Show Melanoma trials that used ICI+Vaccine combinations. */ SELECT 1;"", ""/* LLM disabled: placeholder for: Show Melanoma trials that used ICI+Vaccine combinations. */ SELECT 1;"", ""/* LLM disabled: placeholder for: Show Melanoma trials that used ICI+Vaccine combinations. */ SELECT 1;""]",LLM not configured.,,ok,13.882300001569092,,ok,11.254399985773489,,ok,4.408300010254607,,ok,3.8496000051964074,,True,1,False,-1,0.0,,,,,0.14814814814814814
1,Show Melanoma trials with at least 2 prior lines of therapy that used combination treatment.,/* LLM disabled: placeholder for: Show Melanoma trials with at least 2 prior lines of therapy that used combinatio */ SELECT 1;,"[""/* LLM disabled: placeholder for: Show Melanoma trials with at least 2 prior lines of therapy that used combinatio */ SELECT 1;"", ""/* LLM disabled: placeholder for: Show Melanoma trials with at least 2 prior lines of therapy that used combinatio */ SELECT 1;"", ""/* LLM disabled: placeholder for: Show Melanoma trials with at least 2 prior lines of therapy that used combinatio */ SELECT 1;""]",LLM not configured.,,ok,7.139099994674325,,ok,3.863899997668341,,ok,2.655299991602078,,ok,3.014599991729483,,True,1,False,-1,0.0,,,,,0.07142857142857142
2,List Melanoma trials requiring a biomarker other than PD‑L1 for inclusion.,/* LLM disabled: placeholder for: List Melanoma trials requiring a biomarker other than PD‑L1 for inclusion. */ SELECT 1;,"[""/* LLM disabled: placeholder for: List Melanoma trials requiring a biomarker other than PD‑L1 for inclusion. */ SELECT 1;"", ""/* LLM disabled: placeholder for: List Melanoma trials requiring a biomarker other than PD‑L1 for inclusion. */ SELECT 1;"", ""/* LLM disabled: placeholder for: List Melanoma trials requiring a biomarker other than PD‑L1 for inclusion. */ SELECT 1;""]",LLM not configured.,,ok,4.531799990218133,,ok,4.783800017321482,,ok,3.2407999970018864,,ok,2.3882999958004802,,True,1,False,-9,0.0,,,,,0.06666666666666667
3,Show Ipilimumab combination trials in Melanoma with sample sizes.,/* LLM disabled: placeholder for: Show Ipilimumab combination trials in Melanoma with sample sizes. */ SELECT 1;,"[""/* LLM disabled: placeholder for: Show Ipilimumab combination trials in Melanoma with sample sizes. */ SELECT 1;"", ""/* LLM disabled: placeholder for: Show Ipilimumab combination trials in Melanoma with sample sizes. */ SELECT 1;"", ""/* LLM disabled: placeholder for: Show Ipilimumab combination trials in Melanoma with sample sizes. */ SELECT 1;""]",LLM not configured.,,ok,4.654599993955344,,ok,2.832099999068305,,ok,2.7336000057403,,ok,3.2414000015705824,,True,1,False,-2,0.0,,,,,0.13793103448275862
4,"Which Phase 3 CTLA-4 combination trials in Melanoma should I review, and what were their regimens?","/* LLM disabled: placeholder for: Which Phase 3 CTLA-4 combination trials in Melanoma should I review, and what we */ SELECT 1;","[""/* LLM disabled: placeholder for: Which Phase 3 CTLA-4 combination trials in Melanoma should I review, and what we */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Phase 3 CTLA-4 combination trials in Melanoma should I review, and what we */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Phase 3 CTLA-4 combination trials in Melanoma should I review, and what we */ SELECT 1;""]",LLM not configured.,,ok,4.903099994407967,,ok,4.391800001030788,,ok,2.5107999972533435,,ok,2.6624000165611506,,True,1,False,-2,0.0,,,,,0.22857142857142856
5,"Which Non-Small Cell Lung studies tested ICI+Chemo combinations, and what were the primary endpoints?","/* LLM disabled: placeholder for: Which Non-Small Cell Lung studies tested ICI+Chemo combinations, and what were t */ SELECT 1;","[""/* LLM disabled: placeholder for: Which Non-Small Cell Lung studies tested ICI+Chemo combinations, and what were t */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Non-Small Cell Lung studies tested ICI+Chemo combinations, and what were t */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Non-Small Cell Lung studies tested ICI+Chemo combinations, and what were t */ SELECT 1;""]",LLM not configured.,,ok,3.6429000028874725,,ok,2.5656000070739537,,ok,3.3356999920215458,,ok,2.9959999956190586,,True,1,False,-12,0.0,,,,,0.25
6,Which Non-Small Cell Lung phase 2 trials compared ICI to Chemo?,/* LLM disabled: placeholder for: Which Non-Small Cell Lung phase 2 trials compared ICI to Chemo? */ SELECT 1;,"[""/* LLM disabled: placeholder for: Which Non-Small Cell Lung phase 2 trials compared ICI to Chemo? */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Non-Small Cell Lung phase 2 trials compared ICI to Chemo? */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Non-Small Cell Lung phase 2 trials compared ICI to Chemo? */ SELECT 1;""]",LLM not configured.,,ok,4.602900007739663,,ok,3.763600019738078,,ok,2.48910000664182,,ok,2.3261999886017293,,True,1,False,-8,0.0,,,,,0.25
7,"Which Phase 2 CTLA-4 combination trials in Non-Small Cell Lung should I review, and what were their regimens?","/* LLM disabled: placeholder for: Which Phase 2 CTLA-4 combination trials in Non-Small Cell Lung should I review,  */ SELECT 1;","[""/* LLM disabled: placeholder for: Which Phase 2 CTLA-4 combination trials in Non-Small Cell Lung should I review,  */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Phase 2 CTLA-4 combination trials in Non-Small Cell Lung should I review,  */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Phase 2 CTLA-4 combination trials in Non-Small Cell Lung should I review,  */ SELECT 1;""]",LLM not configured.,,ok,4.672699986258522,,ok,3.0994999979157,,ok,3.1744999869260937,,ok,2.702999976463616,,True,1,False,-1,0.0,,,,,0.2777777777777778
8,Which Small Cell Lung trials used Chemo as the control arm?,/* LLM disabled: placeholder for: Which Small Cell Lung trials used Chemo as the control arm? */ SELECT 1;,"[""/* LLM disabled: placeholder for: Which Small Cell Lung trials used Chemo as the control arm? */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Small Cell Lung trials used Chemo as the control arm? */ SELECT 1;"", ""/* LLM disabled: placeholder for: Which Small Cell Lung trials used Chemo as the control arm? */ SELECT 1;""]",LLM not configured.,,ok,5.404700001236051,,ok,4.245399992214516,,ok,2.743799996096641,,ok,2.584400004707277,,True,1,False,-10,0.0,,,,,0.16666666666666666
9,Find Small Cell Lung trials with minimum follow‑up and show months by arm.,/* LLM disabled: placeholder for: Find Small Cell Lung trials with minimum follow‑up and show months by arm. */ SELECT 1;,"[""/* LLM disabled: placeholder for: Find Small Cell Lung trials with minimum follow‑up and show months by arm. */ SELECT 1;"", ""/* LLM disabled: placeholder for: Find Small Cell Lung trials with minimum follow‑up and show months by arm. */ SELECT 1;"", ""/* LLM disabled: placeholder for: Find Small Cell Lung trials with minimum follow‑up and show months by arm. */ SELECT 1;""]",LLM not configured.,,ok,5.9621999971568584,,ok,5.8360999973956496,,ok,4.806000011740252,,ok,5.812499992316589,,True,1,False,-2,0.0,,,,,0.1875
